component,sample_date,biomass,site,trap_number
total_litter,1983-09-26,7.52,wo,9
pine_needles,1983-10-13,5.96,wo,9
male_cones,1983-10-13,0,wo,9
structural,1983-10-13,0.28,wo,9
total_litter,1983-10-13,6.24,wo,9
pine_needles,1984-05-08,30.6,wo,9
male_cones,1984-05-08,0,wo,9
structural,1984-05-08,7.48,wo,9
total_litter,1984-05-08,38.08,wo,9
pine_needles,1983-06-07,0.32,wo,10
male_cones,1983-06-07,0,wo,10
structural,1983-06-07,0,wo,10
total_litter,1983-06-07,0.32,wo,10
pine_needles,1983-07-01,4.64,wo,10
male_cones,1983-07-01,0.36,wo,10
structural,1983-07-01,0.28,wo,10
total_litter,1983-07-01,5.28,wo,10
pine_needles,1983-08-04,7.76,wo,10
male_cones,1983-08-04,1.44,wo,10
structural,1983-08-04,9.88,wo,10
total_litter,1983-08-04,19.08,wo,10
pine_needles,1983-08-30,2.16,wo,10
male_cones,1983-08-30,0.04,wo,10
structural,1983-08-30,3.8,wo,10
total_litter,1983-08-30,6,wo,10
pine_needles,1983-09-04,NA,wo,10
male_cones,1983-09-04,NA,wo,10
structural,1983-09-04,NA,wo,10
total_litter,1983-09-04,NA,wo,10
pine_needles,1983-09-26,10.2,wo,10
male_cones,1983-09-26,0,wo,10
structural,1983-09-26,1.12,wo,10
total_litter,1983-09-26,11.32,wo,10
pine_needles,1983-10-13,4.16,wo,10
male_cones,1983-10-13,0,wo,10
structural,1983-10-13,0.04,wo,10
total_litter,1983-10-13,4.2,wo,10
pine_needles,1984-05-08,19,wo,10
male_cones,1984-05-08,0,wo,10
structural,1984-05-08,1.24,wo,10
total_litter,1984-05-08,20.24,wo,10
pine_needles,1983-06-07,1.032,wo,11
male_cones,1983-06-07,0.032,wo,11
structural,1983-06-07,0.172,wo,11
total_litter,1983-06-07,1.236,wo,11
pine_needles,1983-07-01,5.13776,wo,11
male_cones,1983-07-01,0.83556,wo,11
structural,1983-07-01,1.43556,wo,11
total_litter,1983-07-01,7.4089,wo,11
pine_needles,1983-08-04,7.76,wo,11
male_cones,1983-08-04,1.51,wo,11
structural,1983-08-04,14.6133,wo,11
total_litter,1983-08-04,25.422,wo,11
pine_needles,1983-08-30,3.18224,wo,11
male_cones,1983-08-30,0.053333,wo,11
structural,1983-08-30,3.36,wo,11
total_litter,1983-08-30,6.5956,wo,11
pine_needles,1983-09-04,2.13,wo,11
male_cones,1983-09-04,0.01,wo,11
structural,1983-09-04,0.12,wo,11
total_litter,1983-09-04,2.26,wo,11
pine_needles,1983-09-26,8.9511,wo,11
male_cones,1983-09-26,0.0133332,wo,11
structural,1983-09-26,0.83556,wo,11
total_litter,1983-09-26,9.8,wo,11
pine_needles,1983-10-13,5.652,wo,11
male_cones,1983-10-13,0.004,wo,11
structural,1983-10-13,0.156,wo,11
total_litter,1983-10-13,5.812,wo,11
pine_needles,1984-05-08,22.528,wo,11
male_cones,1984-05-08,0.216,wo,11
structural,1984-05-08,2.488,wo,11
total_litter,1984-05-08,25.232,wo,11
pine_needles,1983-06-07,0.31598,wo,12
male_cones,1983-06-07,0.049171,wo,12
structural,1983-06-07,0.101631,wo,12
total_litter,1983-06-07,0.36731,wo,12
pine_needles,1983-07-01,1.75168,wo,12
male_cones,1983-07-01,0.45932,wo,12
structural,1983-07-01,1.59228,wo,12
total_litter,1983-07-01,3.2637,wo,12
pine_needles,1983-08-04,4.5528,wo,12
male_cones,1983-08-04,1.18,wo,12
structural,1983-08-04,9.0826,wo,12
total_litter,1983-08-04,11.541,wo,12
pine_needles,1983-08-30,1.10128,wo,12
male_cones,1983-08-30,0.044721,wo,12
structural,1983-08-30,3.22924,wo,12
total_litter,1983-08-30,4.3752,wo,12
pine_needles,1983-09-04,0.99298,wo,12
male_cones,1983-09-04,0.02,wo,12
structural,1983-09-04,0.10832,wo,12
total_litter,1983-09-04,1.1213,wo,12
pine_needles,1983-09-26,3.2922,wo,12
male_cones,1983-09-26,0.0282844,wo,12
structural,1983-09-26,0.91114,wo,12
total_litter,1983-09-26,3.9354,wo,12
pine_needles,1983-10-13,1.5686,wo,12
male_cones,1983-10-13,0.0126492,wo,12
structural,1983-10-13,0.228968,wo,12
total_litter,1983-10-13,1.7096,wo,12
pine_needles,1984-05-08,5.1542,wo,12
male_cones,1984-05-08,0.64116,wo,12
structural,1984-05-08,3.5565,wo,12
total_litter,1984-05-08,8.9792,wo,12
pine_needles,1983-06-08,5.32,wy,1
male_cones,1983-06-08,0,wy,1
structural,1983-06-08,0.64,wy,1
total_litter,1983-06-08,5.96,wy,1
pine_needles,1983-07-05,4.36,wy,1
male_cones,1983-07-05,0.64,wy,1
structural,1983-07-05,0,wy,1
total_litter,1983-07-05,5,wy,1
pine_needles,1983-07-30,NA,wy,1
male_cones,1983-07-30,NA,wy,1
structural,1983-07-30,NA,wy,1
total_litter,1983-07-30,NA,wy,1
pine_needles,1983-08-29,5.52,wy,1
male_cones,1983-08-29,0.64,wy,1
structural,1983-08-29,2.6,wy,1
total_litter,1983-08-29,8.76,wy,1
pine_needles,1983-08-04,1.6,wy,1
male_cones,1983-08-04,0.04,wy,1
structural,1983-08-04,0.2,wy,1
total_litter,1983-08-04,1.84,wy,1
pine_needles,1983-09-13,0.32,wy,1
male_cones,1983-09-13,0,wy,1
structural,1983-09-13,0.04,wy,1
total_litter,1983-09-13,0.36,wy,1
pine_needles,1983-09-28,5.8,wy,1
male_cones,1983-09-28,0,wy,1
structural,1983-09-28,0.08,wy,1
total_litter,1983-09-28,5.88,wy,1
pine_needles,1983-10-13,4.92,wy,1
male_cones,1983-10-13,0,wy,1
structural,1983-10-13,0,wy,1
total_litter,1983-10-13,4.92,wy,1
pine_needles,1984-05-10,16.48,wy,1
male_cones,1984-05-10,0,wy,1
structural,1984-05-10,0.04,wy,1
total_litter,1984-05-10,16.52,wy,1
pine_needles,1983-06-08,4.88,wy,2
male_cones,1983-06-08,0,wy,2
structural,1983-06-08,0.08,wy,2
total_litter,1983-06-08,4.96,wy,2
pine_needles,1983-07-05,7.84,wy,2
male_cones,1983-07-05,0.24,wy,2
structural,1983-07-05,0.44,wy,2
total_litter,1983-07-05,8.52,wy,2
pine_needles,1983-07-30,9.96,wy,2
male_cones,1983-07-30,0.04,wy,2
structural,1983-07-30,3.48,wy,2
total_litter,1983-07-30,13.48,wy,2
pine_needles,1983-08-29,7.28,wy,2
male_cones,1983-08-29,0.48,wy,2
structural,1983-08-29,2.28,wy,2
total_litter,1983-08-29,10.04,wy,2
pine_needles,1983-08-04,1.56,wy,2
male_cones,1983-08-04,0.04,wy,2
structural,1983-08-04,0.48,wy,2
total_litter,1983-08-04,2.08,wy,2
pine_needles,1983-09-13,3.56,wy,2
male_cones,1983-09-13,0,wy,2
structural,1983-09-13,0.04,wy,2
total_litter,1983-09-13,3.6,wy,2
pine_needles,1983-09-28,11.92,wy,2
male_cones,1983-09-28,0,wy,2
structural,1983-09-28,0.36,wy,2
total_litter,1983-09-28,12.28,wy,2
pine_needles,1983-10-13,5.52,wy,2
male_cones,1983-10-13,0,wy,2
structural,1983-10-13,0,wy,2
total_litter,1983-10-13,5.52,wy,2
pine_needles,1984-05-10,23.96,wy,2
male_cones,1984-05-10,0.04,wy,2
structural,1984-05-10,0.2,wy,2
total_litter,1984-05-10,24.2,wy,2
pine_needles,1983-06-08,4.88,wy,3
male_cones,1983-06-08,0,wy,3
structural,1983-06-08,0.04,wy,3
total_litter,1983-06-08,4.92,wy,3
pine_needles,1983-07-05,5.32,wy,3
male_cones,1983-07-05,0.12,wy,3
structural,1983-07-05,0.36,wy,3
total_litter,1983-07-05,5.8,wy,3
pine_needles,1983-07-30,8.52,wy,3
male_cones,1983-07-30,0,wy,3
structural,1983-07-30,0,wy,3
total_litter,1983-07-30,8.52,wy,3
pine_needles,1983-08-29,4.6,wy,3
male_cones,1983-08-29,0.04,wy,3
structural,1983-08-29,1.64,wy,3
total_litter,1983-08-29,6.28,wy,3
pine_needles,1983-08-04,0.76,wy,3
male_cones,1983-08-04,0.04,wy,3
structural,1983-08-04,0.04,wy,3
total_litter,1983-08-04,0.84,wy,3
pine_needles,1983-09-13,2.56,wy,3
male_cones,1983-09-13,0,wy,3
structural,1983-09-13,0.04,wy,3
total_litter,1983-09-13,2.6,wy,3
pine_needles,1983-09-28,6.48,wy,3
male_cones,1983-09-28,0,wy,3
structural,1983-09-28,0.2,wy,3
total_litter,1983-09-28,6.68,wy,3
pine_needles,1983-10-13,2.24,wy,3
male_cones,1983-10-13,0.04,wy,3
structural,1983-10-13,0,wy,3
total_litter,1983-10-13,2.28,wy,3
pine_needles,1984-05-10,14.44,wy,3
male_cones,1984-05-10,0,wy,3
structural,1984-05-10,0.4,wy,3
total_litter,1984-05-10,14.84,wy,3
pine_needles,1983-06-08,7.24,wy,4
male_cones,1983-06-08,0.04,wy,4
structural,1983-06-08,0.48,wy,4
total_litter,1983-06-08,7.76,wy,4
pine_needles,1983-07-05,10,wy,4
male_cones,1983-07-05,0.36,wy,4
structural,1983-07-05,0.32,wy,4
total_litter,1983-07-05,10.68,wy,4
pine_needles,1983-07-30,6.2,wy,4
male_cones,1983-07-30,0.32,wy,4
structural,1983-07-30,0,wy,4
total_litter,1983-07-30,6.52,wy,4
pine_needles,1983-08-29,9.4,wy,4
male_cones,1983-08-29,0.76,wy,4
structural,1983-08-29,2.4,wy,4
total_litter,1983-08-29,12.56,wy,4
pine_needles,1983-08-04,1.8,wy,4
male_cones,1983-08-04,0.04,wy,4
structural,1983-08-04,1.52,wy,4
total_litter,1983-08-04,3.36,wy,4
pine_needles,1983-09-13,4.04,wy,4
male_cones,1983-09-13,0,wy,4
structural,1983-09-13,0.04,wy,4
total_litter,1983-09-13,4.08,wy,4
pine_needles,1983-09-28,13.32,wy,4
male_cones,1983-09-28,0,wy,4
structural,1983-09-28,0.24,wy,4
total_litter,1983-09-28,13.56,wy,4
pine_needles,1983-10-13,6.48,wy,4
male_cones,1983-10-13,0,wy,4
structural,1983-10-13,2,wy,4
total_litter,1983-10-13,8.48,wy,4
pine_needles,1984-05-10,21.96,wy,4
male_cones,1984-05-10,0,wy,4
structural,1984-05-10,0.24,wy,4
total_litter,1984-05-10,22.2,wy,4
pine_needles,1983-06-08,6.72,wy,5
male_cones,1983-06-08,0.04,wy,5
structural,1983-06-08,1.6,wy,5
total_litter,1983-06-08,8.36,wy,5
pine_needles,1983-07-05,12.08,wy,5
male_cones,1983-07-05,0.24,wy,5
structural,1983-07-05,0.56,wy,5
total_litter,1983-07-05,12.88,wy,5
pine_needles,1983-07-30,4.28,wy,5
male_cones,1983-07-30,0.44,wy,5
structural,1983-07-30,0.24,wy,5
total_litter,1983-07-30,4.96,wy,5
pine_needles,1983-08-29,14.28,wy,5
male_cones,1983-08-29,0.2,wy,5
structural,1983-08-29,18.64,wy,5
total_litter,1983-08-29,33.12,wy,5
pine_needles,1983-08-04,3.4,wy,5
male_cones,1983-08-04,0,wy,5
structural,1983-08-04,1.16,wy,5
total_litter,1983-08-04,4.56,wy,5
pine_needles,1983-09-13,9.6,wy,5
male_cones,1983-09-13,0,wy,5
structural,1983-09-13,0.24,wy,5
total_litter,1983-09-13,9.84,wy,5
pine_needles,1983-09-28,25.08,wy,5
male_cones,1983-09-28,0,wy,5
structural,1983-09-28,0.52,wy,5
total_litter,1983-09-28,25.6,wy,5
pine_needles,1983-10-13,9.4,wy,5
male_cones,1983-10-13,0,wy,5
structural,1983-10-13,24.92,wy,5
total_litter,1983-10-13,34.32,wy,5
pine_needles,1984-05-10,NA,wy,5
male_cones,1984-05-10,NA,wy,5
structural,1984-05-10,NA,wy,5
total_litter,1984-05-10,NA,wy,5
pine_needles,1983-06-08,6.2,wy,6
male_cones,1983-06-08,0.04,wy,6
structural,1983-06-08,2.48,wy,6
total_litter,1983-06-08,8.72,wy,6
pine_needles,1983-07-05,6.76,wy,6
male_cones,1983-07-05,0.36,wy,6
structural,1983-07-05,0.04,wy,6
total_litter,1983-07-05,7.16,wy,6
pine_needles,1983-07-30,5.08,wy,6
male_cones,1983-07-30,0.08,wy,6
structural,1983-07-30,0.04,wy,6
total_litter,1983-07-30,5.2,wy,6
pine_needles,1983-08-29,6.88,wy,6
male_cones,1983-08-29,0.2,wy,6
structural,1983-08-29,12.88,wy,6
total_litter,1983-08-29,19.96,wy,6
pine_needles,1983-08-04,1.96,wy,6
male_cones,1983-08-04,0.04,wy,6
structural,1983-08-04,1.24,wy,6
total_litter,1983-08-04,3.24,wy,6
pine_needles,1983-09-13,3.6,wy,6
male_cones,1983-09-13,0,wy,6
structural,1983-09-13,0.04,wy,6
total_litter,1983-09-13,3.64,wy,6
pine_needles,1983-09-28,14.2,wy,6
male_cones,1983-09-28,0,wy,6
structural,1983-09-28,0.24,wy,6
total_litter,1983-09-28,14.44,wy,6
pine_needles,1983-10-13,5.68,wy,6
male_cones,1983-10-13,0,wy,6
structural,1983-10-13,0,wy,6
total_litter,1983-10-13,5.68,wy,6
pine_needles,1984-05-10,14.68,wy,6
male_cones,1984-05-10,0,wy,6
structural,1984-05-10,0.2,wy,6
total_litter,1984-05-10,14.88,wy,6
pine_needles,1983-06-08,3.68,wy,7
male_cones,1983-06-08,0,wy,7
structural,1983-06-08,0,wy,7
total_litter,1983-06-08,3.68,wy,7
pine_needles,1983-07-05,3.4,wy,7
male_cones,1983-07-05,0.6,wy,7
structural,1983-07-05,0,wy,7
total_litter,1983-07-05,4,wy,7
pine_needles,1983-07-30,4.16,wy,7
male_cones,1983-07-30,0.24,wy,7
structural,1983-07-30,0,wy,7
total_litter,1983-07-30,4.4,wy,7
pine_needles,1983-08-29,3.8,wy,7
male_cones,1983-08-29,0.4,wy,7
structural,1983-08-29,3.64,wy,7
total_litter,1983-08-29,7.84,wy,7
pine_needles,1983-08-04,0.84,wy,7
male_cones,1983-08-04,0,wy,7
structural,1983-08-04,0.24,wy,7
total_litter,1983-08-04,1.08,wy,7
pine_needles,1983-09-13,1.72,wy,7
male_cones,1983-09-13,0,wy,7
structural,1983-09-13,0.2,wy,7
total_litter,1983-09-13,1.92,wy,7
pine_needles,1983-09-28,8.36,wy,7
male_cones,1983-09-28,0,wy,7
structural,1983-09-28,0.04,wy,7
total_litter,1983-09-28,8.4,wy,7
pine_needles,1983-10-13,3.4,wy,7
male_cones,1983-10-13,0,wy,7
structural,1983-10-13,0.04,wy,7
total_litter,1983-10-13,3.44,wy,7
pine_needles,1984-05-10,13.2,wy,7
male_cones,1984-05-10,0,wy,7
structural,1984-05-10,0.16,wy,7
total_litter,1984-05-10,13.36,wy,7
pine_needles,1983-06-08,5.2,wy,8
male_cones,1983-06-08,0,wy,8
structural,1983-06-08,0.28,wy,8
total_litter,1983-06-08,5.48,wy,8
pine_needles,1983-07-05,5.64,wy,8
male_cones,1983-07-05,0.12,wy,8
structural,1983-07-05,0.04,wy,8
total_litter,1983-07-05,5.8,wy,8
pine_needles,1983-07-30,5.52,wy,8
male_cones,1983-07-30,0.44,wy,8
structural,1983-07-30,2.08,wy,8
total_litter,1983-07-30,8.04,wy,8
pine_needles,1983-08-29,8,wy,8
male_cones,1983-08-29,0.56,wy,8
structural,1983-08-29,1.48,wy,8
total_litter,1983-08-29,10.04,wy,8
pine_needles,1983-08-04,1,wy,8
male_cones,1983-08-04,0,wy,8
structural,1983-08-04,0.72,wy,8
total_litter,1983-08-04,1.72,wy,8
pine_needles,1983-09-13,1.84,wy,8
male_cones,1983-09-13,0,wy,8
structural,1983-09-13,0,wy,8
total_litter,1983-09-13,1.84,wy,8
pine_needles,1983-09-28,13.56,wy,8
male_cones,1983-09-28,0,wy,8
structural,1983-09-28,0.08,wy,8
total_litter,1983-09-28,13.64,wy,8
pine_needles,1983-10-13,5,wy,8
male_cones,1983-10-13,0.04,wy,8
structural,1983-10-13,0.04,wy,8
total_litter,1983-10-13,5.08,wy,8
pine_needles,1984-05-10,21.04,wy,8
male_cones,1984-05-10,0,wy,8
structural,1984-05-10,0.04,wy,8
total_litter,1984-05-10,21.08,wy,8
pine_needles,1983-06-08,5.2,wy,9
male_cones,1983-06-08,0.04,wy,9
structural,1983-06-08,0.32,wy,9
total_litter,1983-06-08,5.56,wy,9
pine_needles,1983-07-05,9.24,wy,9
male_cones,1983-07-05,1.12,wy,9
structural,1983-07-05,0.32,wy,9
total_litter,1983-07-05,10.68,wy,9
pine_needles,1983-07-30,9.92,wy,9
male_cones,1983-07-30,0.32,wy,9
structural,1983-07-30,2.08,wy,9
total_litter,1983-07-30,12.32,wy,9
pine_needles,1983-08-29,9,wy,9
male_cones,1983-08-29,1.24,wy,9
structural,1983-08-29,10.56,wy,9
total_litter,1983-08-29,20.8,wy,9
pine_needles,1983-08-04,2.76,wy,9
male_cones,1983-08-04,0.04,wy,9
structural,1983-08-04,2.04,wy,9
total_litter,1983-08-04,4.84,wy,9
pine_needles,1983-09-13,4.92,wy,9
male_cones,1983-09-13,0,wy,9
structural,1983-09-13,0.2,wy,9
total_litter,1983-09-13,5.12,wy,9
pine_needles,1983-09-28,16.64,wy,9
male_cones,1983-09-28,0.04,wy,9
structural,1983-09-28,0.04,wy,9
total_litter,1983-09-28,16.72,wy,9
pine_needles,1983-10-13,3.24,wy,9
male_cones,1983-10-13,0,wy,9
structural,1983-10-13,0,wy,9
total_litter,1983-10-13,3.24,wy,9
pine_needles,1984-05-10,18.8,wy,9
male_cones,1984-05-10,0,wy,9
structural,1984-05-10,1.36,wy,9
total_litter,1984-05-10,20.16,wy,9
pine_needles,1983-06-08,4.96,wy,10
male_cones,1983-06-08,0,wy,10
structural,1983-06-08,0.32,wy,10
total_litter,1983-06-08,5.28,wy,10
pine_needles,1983-07-05,5.28,wy,10
male_cones,1983-07-05,0.96,wy,10
structural,1983-07-05,0.04,wy,10
total_litter,1983-07-05,6.28,wy,10
pine_needles,1983-07-30,7.6,wy,10
male_cones,1983-07-30,0.92,wy,10
structural,1983-07-30,6.8,wy,10
total_litter,1983-07-30,15.32,wy,10
pine_needles,1983-08-29,8.48,wy,10
male_cones,1983-08-29,1.56,wy,10
structural,1983-08-29,13.8,wy,10
total_litter,1983-08-29,23.84,wy,10
pine_needles,1983-08-04,2.08,wy,10
male_cones,1983-08-04,0.36,wy,10
structural,1983-08-04,1.4,wy,10
total_litter,1983-08-04,3.84,wy,10
pine_needles,1983-09-13,7.44,wy,10
male_cones,1983-09-13,0,wy,10
structural,1983-09-13,12.44,wy,10
total_litter,1983-09-13,19.88,wy,10
pine_needles,1983-09-28,13.2,wy,10
male_cones,1983-09-28,0.04,wy,10
structural,1983-09-28,0.12,wy,10
total_litter,1983-09-28,13.36,wy,10
pine_needles,1983-10-13,5.28,wy,10
male_cones,1983-10-13,0,wy,10
structural,1983-10-13,0.4,wy,10
total_litter,1983-10-13,5.68,wy,10
pine_needles,1984-05-10,18.36,wy,10
male_cones,1984-05-10,0,wy,10
structural,1984-05-10,1.04,wy,10
total_litter,1984-05-10,19.4,wy,10
pine_needles,1983-06-08,5.428,wy,11
male_cones,1983-06-08,0.016,wy,11
structural,1983-06-08,0.624,wy,11
total_litter,1983-06-08,6.068,wy,11
pine_needles,1983-07-05,6.992,wy,11
male_cones,1983-07-05,0.476,wy,11
structural,1983-07-05,0.212,wy,11
total_litter,1983-07-05,7.68,wy,11
pine_needles,1983-07-30,6.80444,wy,11
male_cones,1983-07-30,0.311112,wy,11
structural,1983-07-30,1.63556,wy,11
total_litter,1983-07-30,8.7511,wy,11
pine_needles,1983-08-29,7.724,wy,11
male_cones,1983-08-29,0.608,wy,11
structural,1983-08-29,6.992,wy,11
total_litter,1983-08-29,15.324,wy,11
pine_needles,1983-08-04,1.776,wy,11
male_cones,1983-08-04,0.06,wy,11
structural,1983-08-04,0.904,wy,11
total_litter,1983-08-04,2.74,wy,11
pine_needles,1983-09-13,3.96,wy,11
male_cones,1983-09-13,0,wy,11
structural,1983-09-13,1.328,wy,11
total_litter,1983-09-13,5.288,wy,11
pine_needles,1983-09-28,12.856,wy,11
male_cones,1983-09-28,0.008,wy,11
structural,1983-09-28,0.192,wy,11
total_litter,1983-09-28,13.056,wy,11
pine_needles,1983-10-13,5.116,wy,11
male_cones,1983-10-13,0.008,wy,11
structural,1983-10-13,2.74,wy,11
total_litter,1983-10-13,7.864,wy,11
pine_needles,1984-05-10,18.1022,wy,11
male_cones,1984-05-10,0.0044444,wy,11
structural,1984-05-10,0.40889,wy,11
total_litter,1984-05-10,18.5155,wy,11
pine_needles,1983-06-08,1.02952,wy,12
male_cones,1983-06-08,0.020656,wy,12
structural,1983-06-08,0.79916,wy,12
total_litter,1983-06-08,1.6544,wy,12
pine_needles,1983-07-05,2.7517,wy,12
male_cones,1983-07-05,0.3469,wy,12
structural,1983-07-05,0.210016,wy,12
total_litter,1983-07-05,2.9015,wy,12
pine_needles,1983-07-30,2.2802,wy,12
male_cones,1983-07-30,0.281268,wy,12
structural,1983-07-30,2.31804,wy,12
total_litter,1983-07-30,4.0265,wy,12
pine_needles,1983-08-29,3.033,wy,12
male_cones,1983-08-29,0.50574,wy,12
structural,1983-08-29,6.5272,wy,12
total_litter,1983-08-29,8.9246,wy,12
pine_needles,1983-08-04,0.83803,wy,12
male_cones,1983-08-04,0.107082,wy,12
structural,1983-08-04,0.66592,wy,12
total_litter,1983-08-04,1.61104,wy,12
pine_needles,1983-09-13,2.78604,wy,12
male_cones,1983-09-13,0,wy,12
structural,1983-09-13,3.9053,wy,12
total_litter,1983-09-13,6.6914,wy,12
pine_needles,1983-09-28,5.5569,wy,12
male_cones,1983-09-28,0.0168656,wy,12
structural,1983-09-28,0.155264,wy,12
total_litter,1983-09-28,5.655,wy,12
pine_needles,1983-10-13,1.98632,wy,12
male_cones,1983-10-13,0.0168656,wy,12
structural,1983-10-13,7.818,wy,12
total_litter,1983-10-13,9.451,wy,12
pine_needles,1984-05-10,3.7109,wy,12
male_cones,1984-05-10,0.0133332,wy,12
structural,1984-05-10,0.46809,wy,12
total_litter,1984-05-10,3.7623,wy,12
